target,horizon,feature_set,model_family,raw_brier,selected_brier,calibration,raw_ece,selected_ece
range_breached,2H,step11_individuals,logistic,0.040318585996880804,0.040318585996880804,none,0.006283771023780547,0.006283771023780547
range_breached,2H,step11_individuals,tree_depth2,0.04005953936399431,0.039978032480059794,platt,0.007063161306570543,0.0023468716801466694
range_breached,2H,step11_individuals,boosted_stumps,0.04199981037134441,0.04199280851483053,platt,0.0018565589399494042,0.0006871613893123518
range_breached,2H,step12_interactions,logistic,0.04057589930192755,0.04057589930192755,none,0.007527959336602552,0.007527959336602552
range_breached,2H,step12_interactions,tree_depth2,0.0411454617629851,0.04108214778667813,platt,0.006273609878394981,0.0006928033359009378
range_breached,2H,step12_interactions,boosted_stumps,0.04220764474799023,0.04220327982055005,platt,0.002089252566579214,6.989046688499201e-06
range_breached,2H,all_step13,logistic,0.04022931402199678,0.04022931402199678,none,0.004609571937812643,0.004609571937812643
range_breached,2H,all_step13,tree_depth2,0.04005953936399431,0.039978032480059794,platt,0.007063161306570543,0.0023468716801466694
range_breached,2H,all_step13,boosted_stumps,0.04199981037134441,0.04199280851483053,platt,0.0018565589399494042,0.0006871613893123518
range_breached,2H,compact_deredundant,logistic,0.040215377079063495,0.040215377079063495,none,0.0026856941788343655,0.0026856941788343655
range_breached,2H,compact_deredundant,tree_depth2,0.040066011250791386,0.03991199630055464,platt,0.010307039539819129,0.0020640425628779564
range_breached,2H,compact_deredundant,boosted_stumps,0.04199981037134441,0.04199280851483053,platt,0.0018565589399494042,0.0006871613893123518
range_breached,4H,step11_individuals,logistic,0.03306266062668905,0.03301968384683086,platt,0.017169842339944306,0.0021293178271874383
range_breached,4H,step11_individuals,tree_depth2,0.03259744343849317,0.03259744343849317,none,0.0031392455496608127,0.0031392455496608127
range_breached,4H,step11_individuals,boosted_stumps,0.03461081297284173,0.03456686199401952,platt,0.007619314720154979,0.00032723983483973207
range_breached,4H,step12_interactions,logistic,0.033594664649595166,0.03335049624975163,platt,0.017648311440071063,0.0010133969673414844
range_breached,4H,step12_interactions,tree_depth2,0.033584107590700976,0.033584107590700976,none,0.003258075520451875,0.003258075520451875
range_breached,4H,step12_interactions,boosted_stumps,0.03473133885691991,0.03467729774761486,platt,0.007351511477622252,6.009742574408783e-05
range_breached,4H,all_step13,logistic,0.03296501409263725,0.03290214051455602,platt,0.016137871626856735,0.002372416020034726
range_breached,4H,all_step13,tree_depth2,0.03259744343849317,0.03259744343849317,none,0.0031392455496608127,0.0031392455496608127
range_breached,4H,all_step13,boosted_stumps,0.03461081297284173,0.03456686199401952,platt,0.007619314720154979,0.00032723983483973207
range_breached,4H,compact_deredundant,logistic,0.0331959566347364,0.03315162387423916,platt,0.016482260522055314,0.0029349793099443236
range_breached,4H,compact_deredundant,tree_depth2,0.03259744343849317,0.03259744343849317,none,0.0031392455496608127,0.0031392455496608127
range_breached,4H,compact_deredundant,boosted_stumps,0.03461081297284173,0.03456686199401952,platt,0.007619314720154979,0.00032723983483973207
range_breached,8H,step11_individuals,logistic,0.04170445232121659,0.04170445232121659,none,0.003681058875685911,0.003681058875685911
range_breached,8H,step11_individuals,tree_depth2,0.042741171324569616,0.042741171324569616,none,0.01836759927408988,0.01836759927408988
range_breached,8H,step11_individuals,boosted_stumps,0.043617543003328214,0.043617543003328214,none,0.0028140290987698213,0.0028140290987698213
